"Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48"
"273,2009,NBA,1,28,MIN,Wayne Ellington\ellinwa01,21.214,G,us,University of North Carolina,2010,2019,645,21.3,8.2,2.2,1.1,0.6,0.1,.410,.447,.379,.846,17.8,.062"
"274,2014,NBA,1,7,LAL,Julius Randle\randlju01,19.214,F-C,us,University of Kentucky,2015,2019,311,28.5,15.4,8.9,2.7,0.6,0.5,.502,.523,.307,.722,17.8,.096"
"275,2016,NBA,1,1,PHI,Ben Simmons\simmobe01,19.343,G-F,au,Louisiana State University,2018,2019,160,34.0,16.4,8.5,7.9,1.6,0.8,.554,.558,.000,.583,17.5,.154"
"276,2015,NBA,1,6,SAC,Willie Cauley-Stein\caulewi01,21.316,F-C,us,University of Kentucky,2016,2019,295,24.0,10.1,6.4,1.6,0.9,0.8,.534,.536,.222,.611,17.4,.118"
"277,2001,NBA,1,27,MEM,Jamaal Tinsley\tinslja01,23.125,G,us,Iowa State University,2002,2014,547,26.4,8.5,2.9,6.1,1.4,0.3,.393,.432,.299,.716,17.2,.057"
"278,2012,NBA,1,17,DAL,Tyler Zeller\zellety01,22.168,F-C,us,University of North Carolina,2013,2019,412,17.6,7.0,4.4,0.9,0.3,0.6,.509,.512,.286,.764,17.1,.113"
"279,2003,NBA,1,8,MIL,T.J. Ford\fordtj01,20.099,G,us,University of Texas at Austin,2004,2012,429,27.7,11.2,3.1,5.8,1.2,0.1,.433,.450,.289,.815,16.9,.068"
"280,2012,NBA,2,49,ORL,Kyle O'Quinn\oquinky01,22.100,F-C,us,Norfolk State University,2013,2019,443,14.4,5.6,4.6,1.3,0.4,1.0,.518,.537,.209,.748,16.8,.126"
"281,2014,NBA,1,3,PHI,Joel Embiid\embiijo01,20.107,C,cm,University of Kansas,2017,2019,158,30.7,24.3,11.4,3.2,0.7,2.0,.481,.526,.315,.788,16.8,.166"
"282,2010,NBA,2,40,IND,Lance Stephenson\stephla01,19.297,G-F,us,University of Cincinnati,2011,2019,508,23.4,8.6,4.2,2.9,0.7,0.1,.444,.494,.315,.685,16.7,.068"
"283,2013,NBA,1,6,NOH,Nerlens Noel\noelne01,19.083,C-F,us,University of Kentucky,2015,2019,300,22.8,8.2,6.5,1.2,1.4,1.4,.523,.523,.250,.631,16.6,.117"
"284,2002,NBA,1,14,IND,Fred Jones\jonesfr01,23.113,G-F,us,University of Oregon,2003,2009,430,24.0,7.5,2.2,2.3,0.8,0.3,.411,.445,.353,.809,16.5,.077"
"285,2003,NBA,1,23,POR,Travis Outlaw\outlatr01,18.285,F,us,,2004,2014,622,20.9,8.5,3.2,0.8,0.5,0.6,.423,.447,.337,.744,16.5,.061"
"286,2009,NBA,1,8,NYK,Jordan Hill\hilljo01,21.339,C-F,us,University of Arizona,2010,2017,409,18.8,7.9,5.8,0.8,0.4,0.7,.497,.499,.136,.699,16.4,.102"
"287,2012,NBA,2,40,POR,Will Barton\bartowi01,21.179,G,us,University of Memphis,2013,2019,438,23.3,10.5,3.9,2.4,0.7,0.4,.431,.478,.341,.788,16.4,.077"
"288,2014,NBA,1,16,CHI,Jusuf Nurki?\nurkiju01,19.312,C,ba,,2015,2019,310,22.9,11.6,8.0,1.9,0.8,1.3,.491,.498,.071,.666,16.4,.111"
"289,2015,NBA,1,27,LAL,Larry Nance\nancela02,22.180,F-C,us,University of Wyoming,2016,2019,259,22.9,7.7,6.5,1.7,1.3,0.5,.539,.566,.295,.698,16.4,.133"
"290,2014,NBA,1,6,BOS,Marcus Smart\smartma01,20.117,G,us,Oklahoma State University,2015,2019,341,28.4,9.3,3.5,3.9,1.6,0.4,.372,.436,.310,.764,16.2,.080"
"291,2004,NBA,1,27,LAL,Sasha Vuja?i?\vujacsa01,20.113,G,si,,2005,2017,581,15.3,5.3,1.9,1.3,0.6,0.1,.390,.415,.367,.858,16.0,.086"
"292,2006,NBA,2,36,MIN,Craig Smith\smithcr01,22.236,F,us,Boston College,2007,2012,403,16.9,7.6,3.9,0.8,0.5,0.2,.553,.560,.037,.661,16.0,.113"
"293,2006,NBA,2,42,CLE,Daniel Gibson\gibsoda01,20.126,G,us,University of Texas at Austin,2007,2013,397,23.5,7.8,2.0,2.0,0.6,0.2,.402,.397,.407,.780,16.0,.082"
"294,2014,NBA,1,19,CHI,Gary Harris\harriga01,19.290,G,us,Michigan State University,2015,2019,312,28.5,12.4,2.6,2.1,1.2,0.2,.460,.525,.365,.802,16.0,.086"
"295,2014,NBA,1,23,UTA,Rodney Hood\hoodro01,21.254,G-F,us,Duke University,2015,2019,320,27.2,12.6,2.8,1.9,0.8,0.2,.422,.465,.367,.841,16.0,.088"
"296,2002,NBA,2,50,BOS,Darius Songaila\songada01,24.138,F,lt,Wake Forest University,2004,2011,495,18.6,6.9,3.4,1.2,0.7,0.2,.499,.501,.158,.844,15.9,.083"
"297,2002,NBA,2,34,MIL,Dan Gadzuric\gadzuda01,24.150,C,nl,University of California Los Angeles,2003,2012,527,14.8,4.7,4.4,0.4,0.5,0.9,.500,.501,.000,.498,15.8,.097"
"298,2001,NBA,2,53,UTA,Jarron Collins\collija03,22.213,F-C,us,Stanford University,2002,2011,542,15.8,3.9,2.9,0.8,0.3,0.2,.455,.456,.000,.699,15.7,.088"
"299,2015,NBA,2,40,MIA,Josh Richardson\richajo01,21.288,G,us,University of Tennessee,2016,2019,259,30.7,12.1,3.2,2.9,1.1,0.7,.425,.467,.368,.821,15.7,.095"
"300,2008,NBA,1,2,MIA,Michael Beasley\beaslmi01,19.173,F,us,Kansas State University,2009,2019,609,22.8,12.4,4.7,1.3,0.6,0.5,.465,.481,.349,.759,15.6,.054"
"301,2013,NBA,1,5,PHO,Alex Len\lenal01,20.016,C,ua,University of Maryland,2014,2019,412,19.9,7.9,6.3,0.8,0.4,1.0,.487,.501,.349,.695,15.6,.091"
"302,2016,NBA,1,27,TOR,Pascal Siakam\siakapa01,22.088,F,cm,New Mexico State University,2017,2019,216,23.5,10.1,5.1,2.0,0.7,0.6,.531,.592,.309,.743,15.5,.146"
"303,2000,NBA,2,44,DET,Brian Cardinal\cardibr01,23.063,F,us,Purdue University,2001,2012,456,14.2,4.6,2.3,1.0,0.6,0.2,.408,.432,.372,.861,15.4,.114"
"304,2014,NBA,1,30,SAS,Kyle Anderson\anderky01,20.284,F-G,us,University of California Los Angeles,2015,2019,300,19.6,5.3,3.9,1.9,1.0,0.5,.492,.519,.324,.706,15.4,.125"
"305,2012,NBA,1,21,BOS,Jared Sullinger\sullija01,20.121,F,us,Ohio State University,2013,2017,269,24.3,10.8,7.5,1.8,0.7,0.6,.436,.476,.272,.723,15.3,.113"
"306,2013,NBA,1,24,NYK,Tim Hardaway\hardati02,21.108,G,us,University of Michigan,2014,2019,403,26.1,13.1,2.6,1.8,0.6,0.2,.418,.489,.343,.816,15.1,.069"
"307,2000,NBA,1,12,DAL,Etan Thomas\thomaet01,22.094,F,us,Syracuse University,2002,2011,409,17.3,5.7,4.7,0.4,0.3,1.0,.513,.513,,.603,14.9,.101"
"308,2005,NBA,1,24,HOU,Luther Head\headlu01,22.220,G,us,University of Illinois at Urbana-Champaign,2006,2011,348,22.4,8.2,2.4,2.1,0.7,0.1,.423,.454,.388,.773,14.7,.090"
"309,2012,NBA,1,18,HOU,Terrence Jones\joneste01,20.176,F,us,University of Kentucky,2013,2019,234,23.8,10.4,5.7,1.0,0.6,1.2,.501,.539,.297,.621,14.7,.127"
"310,2010,NBA,1,19,BOS,Avery Bradley\bradlav01,19.215,G,us,University of Texas at Austin,2011,2019,522,28.7,12.0,3.0,1.8,1.0,0.2,.436,.470,.364,.778,14.6,.047"
"311,2006,NBA,2,32,HOU,Steve Novak\novakst01,23.021,F,us,Marquette University,2007,2017,467,12.1,4.7,1.3,0.3,0.2,0.1,.437,.463,.430,.877,14.5,.123"
"312,2000,NBA,1,20,PHI,Speedy Claxton\claxtsp01,22.057,G,us,Hofstra University,2002,2009,334,25.6,9.3,2.5,4.3,1.5,0.1,.409,.428,.193,.762,14.2,.080"
"313,2007,NBA,1,24,PHO,Rudy Fernández\fernaru01,22.090,G,es,,2009,2012,249,24.0,9.1,2.4,2.2,1.0,0.2,.399,.463,.360,.840,14.2,.114"
"314,2007,NBA,1,20,MIA,Jason Smith\smithja02,21.123,F-C,us,Colorado State University,2008,2019,616,16.3,6.1,3.4,0.7,0.3,0.7,.468,.479,.333,.783,14.1,.067"
"315,2011,NBA,1,2,MIN,Derrick Williams\willide02,20.034,F,us,University of Arizona,2012,2018,428,20.7,8.9,4.0,0.7,0.5,0.3,.434,.484,.300,.710,14.1,.076"
"316,2006,NBA,1,26,LAL,Jordan Farmar\farmajo01,19.215,G,us,University of California Los Angeles,2007,2017,504,19.5,7.7,1.9,2.9,0.8,0.1,.423,.463,.374,.739,13.9,.068"
"317,2009,NBA,2,44,DET,Chase Budinger\budinch01,21.039,F,us,University of Arizona,2010,2016,407,19.7,7.9,3.0,1.2,0.5,0.2,.430,.486,.352,.797,13.9,.083"
"318,2001,NBA,2,30,CHI,Trenton Hassell\hassetr01,22.121,G,us,Austin Peay State University,2002,2010,644,25.3,5.8,2.8,1.8,0.4,0.4,.445,.457,.318,.765,13.8,.041"
"319,2011,NBA,2,50,PHI,Lavoy Allen\allenla01,22.144,F-C,us,Temple University,2012,2017,388,17.8,4.8,4.8,1.0,0.3,0.6,.471,.474,.133,.682,13.8,.096"
"320,2013,NBA,2,31,CLE,Allen Crabbe\crabbal01,21.084,G-F,us,University of California,2014,2019,344,24.6,9.5,2.9,1.2,0.6,0.3,.429,.472,.393,.835,13.8,.078"
"321,2005,NBA,1,27,POR,Linas Kleiza\kleizli01,20.181,F,lt,University of Missouri,2006,2013,409,20.0,8.7,3.6,0.8,0.4,0.2,.435,.501,.335,.763,13.6,.080"
"322,2003,NBA,2,32,LAL,Luke Walton\waltolu01,23.095,F,us,University of Arizona,2004,2013,564,17.2,4.7,2.8,2.3,0.6,0.2,.429,.459,.326,.715,13.5,.067"
"323,2011,NBA,2,55,BOS,E'Twaun Moore\mooreet01,22.123,G-F,us,Purdue University,2012,2019,515,21.7,8.0,2.0,1.8,0.7,0.2,.458,.492,.392,.744,13.5,.058"
"324,2013,NBA,1,20,CHI,Tony Snell\snellto01,21.235,G-F,us,University of New Mexico,2014,2019,442,21.8,6.2,2.4,1.0,0.5,0.2,.425,.481,.382,.819,13.5,.067"
"325,2014,NBA,2,38,DET,Spencer Dinwiddie\dinwisp01,21.086,G,us,University of Colorado,2015,2019,253,24.4,11.0,2.6,4.5,0.7,0.3,.408,.477,.323,.801,13.5,.105"
"326,2012,NBA,1,11,POR,Meyers Leonard\leoname01,20.127,C-F,us,University of Illinois at Urbana-Champaign,2013,2019,393,15.5,5.6,3.7,0.9,0.2,0.3,.479,.542,.385,.828,13.4,.106"
"327,2016,NBA,2,36,MIL,Malcolm Brogdon\brogdma01,23.200,G,us,University of Virginia,2017,2019,187,28.1,12.8,3.5,3.6,0.9,0.2,.484,.519,.408,.895,13.4,.122"
"328,2000,NBA,1,7,CHI,Chris Mihm\mihmch01,20.353,C,us,University of Texas at Austin,2001,2009,436,20.1,7.5,5.3,0.5,0.3,1.0,.459,.460,.231,.704,13.3,.073"
"329,2012,NBA,2,43,ATL,Mike Scott\scottmi01,23.353,F,us,University of Virginia,2013,2019,436,16.3,7.1,3.1,0.9,0.3,0.1,.464,.525,.364,.755,13.3,.089"
"330,2014,NBA,1,10,PHI,Elfrid Payton\paytoel01,20.129,G,us,University of Louisiana at Lafayette,2015,2019,342,29.5,11.1,4.4,6.6,1.3,0.3,.454,.479,.302,.630,13.3,.063"
"331,2011,NBA,2,40,MIL,Jon Leuer\leuerjo01,22.045,F,us,University of Wisconsin,2012,2019,377,15.8,6.4,3.8,0.8,0.4,0.3,.484,.520,.328,.767,13.2,.107"
"332,2002,NBA,1,11,WAS,Jared Jeffries\jeffrja01,20.218,F,us,Indiana University,2003,2013,629,21.6,4.8,4.1,1.3,0.7,0.5,.426,.447,.250,.583,13.1,.046"
"333,2013,NBA,1,17,ATL,Dennis Schröder\schrode01,19.290,G,de,,2014,2019,431,24.7,13.4,2.7,4.6,0.8,0.1,.430,.467,.325,.825,13.1,.059"
"334,2016,NBA,1,11,ORL,Domantas Sabonis\sabondo01,20.056,F-C,us,Gonzaga University,2017,2019,229,23.1,10.4,6.8,1.9,0.6,0.4,.513,.535,.343,.722,13.1,.119"
"335,2002,NBA,2,31,CHI,Roger Mason\masonro01,21.294,G,us,University of Virginia,2003,2014,518,17.7,6.3,1.7,1.3,0.4,0.1,.408,.435,.383,.866,13.0,.068"
"336,2006,NBA,1,4,POR,Tyrus Thomas\thomaty01,19.320,F,us,Louisiana State University,2007,2015,402,19.7,7.7,4.8,0.9,0.8,1.3,.438,.440,.235,.732,13.0,.078"
"337,2011,NBA,1,12,UTA,Alec Burks\burksal01,19.343,G,us,University of Colorado,2012,2019,429,21.1,9.5,3.0,1.7,0.6,0.2,.423,.445,.355,.771,13.0,.069"
"338,2014,NBA,1,1,CLE,Andrew Wiggins\wiggian01,19.128,F-G,ca,University of Kansas,2015,2019,400,36.0,19.4,4.3,2.2,1.0,0.6,.440,.467,.332,.735,13.0,.044"
"339,2014,NBA,1,14,PHO,T.J. Warren\warretj01,20.299,F,us,North Carolina State University,2015,2019,261,27.7,14.4,4.1,1.1,0.9,0.5,.497,.524,.340,.766,13.0,.086"
"340,2003,NBA,2,41,SEA,Willie Green\greenwi01,21.338,G,us,University of Detroit Mercy,2004,2015,731,20.2,8.3,1.8,1.4,0.5,0.1,.425,.454,.346,.765,12.9,.042"
"341,2011,NBA,1,17,NYK,Iman Shumpert\shumpim01,21.002,G,us,Georgia Institute of Technology,2012,2019,446,25.2,7.3,3.4,1.9,1.1,0.3,.393,.438,.340,.766,12.9,.055"
"342,2001,NBA,1,8,CLE,DeSagana Diop\diopde01,19.153,C,sn,,2002,2013,601,14.0,2.0,3.7,0.4,0.4,1.0,.427,.429,.167,.467,12.8,.073"
"343,2013,NBA,1,26,MIN,Andre Roberson\roberan03,21.211,G-F,us,University of Colorado,2014,2018,295,22.5,4.6,4.0,0.9,0.9,0.7,.482,.609,.257,.467,12.7,.092"
"344,2010,NBA,1,28,MEM,Greivis Vásquez\vasqugr01,23.165,G,ve,University of Maryland,2011,2017,401,23.7,9.0,2.5,4.8,0.6,0.1,.418,.456,.349,.817,12.6,.064"
"345,2015,NBA,2,37,PHI,Richaun Holmes\holmeri01,21.258,F-C,us,Bowling Green State University,2016,2019,226,16.9,7.7,4.4,0.9,0.5,0.9,.565,.608,.257,.706,12.4,.155"
"346,2008,NBA,1,27,NOH,Darrell Arthur\arthuda01,20.098,F,us,University of Kansas,2009,2018,503,17.8,6.5,3.5,0.8,0.6,0.6,.444,.460,.352,.765,12.3,.066"
"347,2016,NBA,1,9,TOR,Jakob Pöltl\poeltja01,20.257,C,at,University of Utah,2017,2019,213,16.1,5.4,4.5,0.8,0.4,0.9,.643,.643,.500,.560,12.3,.173"
"348,2000,NBA,1,23,UTA,DeShawn Stevenson\stevede01,19.091,G,us,,2001,2013,824,22.3,7.2,2.2,1.6,0.5,0.2,.406,.433,.340,.698,12.1,.032"
"349,2000,NBA,2,30,LAC,Marko Jari?\jaricma01,21.265,G,rs,,2003,2009,447,25.2,7.1,2.7,3.6,1.3,0.3,.404,.428,.344,.730,12.1,.052"
"350,2009,NBA,1,29,LAL,Toney Douglas\douglto01,23.107,G,us,Florida State University,2010,2017,394,19.1,7.6,2.2,2.3,0.9,0.1,.404,.448,.354,.824,12.1,.077"
"351,2015,NBA,1,4,NYK,Kristaps Porzi??is\porzikr01,19.332,F-C,lv,,2016,2018,186,31.0,17.8,7.1,1.3,0.7,2.0,.437,.467,.361,.804,12.1,.100"
"352,2006,NBA,2,49,DEN,Leon Powe\powele01,22.163,F,us,University of California,2007,2011,239,13.9,6.2,3.8,0.3,0.3,0.3,.515,.517,.000,.682,12.0,.174"
"353,2016,NBA,1,7,DEN,Jamal Murray\murraja01,19.125,G,ca,University of Kentucky,2017,2019,238,28.5,14.8,3.5,3.4,0.8,0.3,.434,.483,.362,.879,12.0,.085"
"354,2017,NBA,1,3,BOS,Jayson Tatum\tatumja01,19.116,F,us,Duke University,2018,2019,159,30.8,14.8,5.5,1.9,1.1,0.7,.461,.487,.400,.840,12.0,.118"
"355,2013,NBA,2,44,DAL,Mike Muscala\muscami01,22.002,F-C,us,Bucknell University,2014,2019,307,15.9,5.7,3.3,0.9,0.4,0.5,.468,.545,.365,.841,11.9,.117"
"356,2017,NBA,1,22,BRK,Jarrett Allen\allenja01,19.067,C-F,us,University of Texas at Austin,2018,2019,152,23.3,9.6,7.0,1.0,0.5,1.4,.590,.617,.183,.732,11.9,.161"
"357,2013,NBA,2,50,ATL,James Ennis\ennisja01,23.002,F,us,California State University Long Beach,2015,2019,278,20.6,6.5,3.2,0.9,0.6,0.3,.457,.536,.357,.793,11.7,.098"
"358,2000,NBA,2,33,CHI,Jake Voskuhl\voskuja01,22.245,C,us,University of Connecticut,2001,2009,450,14.3,4.0,3.4,0.5,0.3,0.4,.487,.488,.333,.714,11.6,.087"
"359,2011,NBA,1,8,DET,Brandon Knight\knighbr03,19.208,G,us,University of Kentucky,2012,2019,421,30.1,14.5,3.2,4.0,0.9,0.2,.413,.445,.354,.812,11.6,.044"
"360,2014,NBA,1,2,MIL,Jabari Parker\parkeja01,19.108,F,us,Duke University,2015,2019,247,29.7,15.1,5.7,2.1,0.9,0.4,.491,.521,.337,.739,11.6,.076"
"361,2017,NBA,1,19,ATL,John Collins\collijo01,19.277,F,us,Wake Forest University,2018,2019,135,26.8,14.6,8.4,1.6,0.5,0.9,.566,.605,.346,.743,11.4,.152"
"362,2008,NBA,1,13,POR,Brandon Rush\rushbr01,22.360,G-F,us,University of Kansas,2009,2017,481,22.0,6.8,2.9,1.0,0.5,0.5,.426,.447,.402,.706,11.2,.051"
"363,2014,NBA,1,12,ORL,Dario Šari?\saricda01,20.084,F,hr,,2017,2019,240,26.9,12.7,6.2,2.1,0.6,0.2,.433,.488,.358,.835,11.2,.083"
"364,2015,NBA,1,9,CHO,Frank Kaminsky\kaminfr01,22.087,F-C,us,University of Wisconsin,2016,2019,282,22.2,9.8,4.0,1.6,0.5,0.4,.419,.468,.349,.760,11.0,.084"
"365,2017,NBA,1,14,MIA,Bam Adebayo\adebaba01,19.344,C-F,us,University of Kentucky,2018,2019,151,21.7,8.0,6.5,1.9,0.7,0.7,.550,.561,.136,.728,11.0,.161"
"366,2001,NBA,1,7,NJN,Eddie Griffin\griffed01,19.033,F-C,us,Seton Hall University,2002,2007,303,22.2,7.2,5.8,0.8,0.3,1.7,.377,.408,.315,.671,10.9,.078"
"367,2000,NBA,1,27,IND,Primož Brezec\brezepr01,20.275,C,si,,2002,2010,342,18.1,7.2,3.9,0.5,0.2,0.4,.498,.499,.167,.701,10.8,.084"
"368,2010,NBA,1,4,MIN,Wesley Johnson\johnswe01,22.354,F-G,us,Syracuse University,2011,2019,609,22.1,7.0,3.2,1.1,0.8,0.7,.404,.460,.337,.741,10.7,.038"
"369,2010,NBA,2,35,WAS,Nemanja Bjelica\bjeline01,22.051,F,rs,,2016,2019,269,20.2,7.1,4.4,1.5,0.6,0.4,.460,.533,.381,.755,10.7,.095"
"370,2001,NBA,1,15,ORL,Steven Hunter\huntest01,19.244,C,us,DePaul University,2002,2010,400,15.0,4.5,3.2,0.2,0.1,1.1,.560,.560,.000,.485,10.6,.085"
"371,2012,NBA,1,26,IND,Miles Plumlee\plumlmi01,23.306,C-F,us,Duke University,2013,2019,346,16.4,4.9,4.5,0.5,0.4,0.7,.542,.542,,.543,10.6,.090"
"372,2014,NBA,1,11,DEN,Doug McDermott\mcderdo01,22.180,F,us,Creighton University,2015,2019,341,19.9,7.8,2.1,0.8,0.2,0.1,.459,.500,.404,.825,10.6,.075"
"373,2010,NBA,2,39,NYK,Landry Fields\fieldla01,22.002,F,us,Stanford University,2011,2015,255,23.6,6.8,4.3,1.6,0.8,0.2,.473,.520,.332,.666,10.5,.084"
"374,2014,NBA,2,46,WAS,Jordan Clarkson\clarkjo01,22.024,G,us,University of Missouri,2015,2019,382,27.6,14.7,3.2,2.7,0.9,0.1,.445,.496,.335,.815,10.5,.048"
"375,2015,NBA,1,20,TOR,Delon Wright\wrighde01,23.065,G,us,University of Utah,2016,2019,198,19.2,7.4,2.8,2.7,1.0,0.4,.445,.495,.332,.796,10.5,.132"
"376,2006,NBA,2,50,CHA,Ryan Hollins\holliry01,21.266,C,us,University of California Los Angeles,2007,2016,518,11.8,3.7,2.2,0.3,0.2,0.5,.584,.584,.000,.649,10.4,.081"
"377,2010,NBA,1,6,GSW,Ekpe Udoh\udohek01,23.041,C-F,us,Baylor University,2011,2019,384,14.8,3.5,2.9,0.7,0.5,1.1,.453,.455,.000,.718,10.4,.088"
"378,2014,NBA,2,33,CLE,Joe Harris\harrijo01,22.299,G,us,University of Virginia,2015,2019,262,22.6,9.4,2.8,1.5,0.4,0.2,.475,.539,.427,.797,10.4,.085"
"379,2003,NBA,2,31,CLE,Jason Kapono\kaponja01,22.147,F,us,University of California Los Angeles,2004,2012,509,17.8,6.7,1.7,0.8,0.4,0.0,.442,.446,.434,.835,10.3,.055"
"380,2010,NBA,1,15,MIL,Larry Sanders\sandela01,21.220,C-F,us,Virginia Commonwealth University,2011,2017,238,19.5,6.4,5.7,0.7,0.6,1.8,.480,.481,.000,.553,10.3,.107"
"381,2011,NBA,2,34,WAS,Shelvin Mack\macksh01,21.067,G,us,Butler University,2012,2019,456,18.4,6.6,2.0,3.1,0.7,0.1,.423,.470,.330,.731,10.3,.059"
"382,2012,NBA,2,32,WAS,Tomáš Satoranský\satorto01,20.247,G,cz,,2017,2019,210,21.6,6.6,2.8,3.7,0.8,0.2,.489,.524,.400,.792,10.3,.109"
"383,2015,NBA,1,30,GSW,Kevon Looney\looneke01,19.144,F-C,us,University of California Los Angeles,2016,2019,204,14.0,4.5,3.8,1.0,0.5,0.6,.595,.611,.192,.593,10.3,.172"
"384,2003,NBA,1,10,WAS,Jarvis Hayes\hayesja01,21.326,F,us,University of Georgia,2004,2010,427,23.2,8.3,3.1,1.1,0.7,0.1,.415,.444,.356,.798,10.2,.049"
"385,2003,NBA,1,24,LAL,Brian Cook\cookbr01,22.209,F,us,University of Illinois at Urbana-Champaign,2004,2012,421,13.4,5.5,2.6,0.6,0.3,0.3,.439,.467,.382,.783,10.2,.086"
"386,2013,NBA,1,9,MIN,Trey Burke\burketr01,20.232,G,us,University of Michigan,2014,2019,361,23.6,10.9,2.1,3.6,0.6,0.1,.408,.445,.340,.800,10.2,.058"
"387,2017,NBA,1,13,DEN,Donovan Mitchell\mitchdo01,20.293,G,us,University of Louisville,2018,2019,156,33.6,22.1,3.9,3.9,1.4,0.4,.434,.483,.351,.805,10.2,.094"
"388,2011,NBA,2,33,DET,Kyle Singler\singlky01,23.055,F,us,Duke University,2013,2018,356,21.9,6.5,2.9,0.8,0.6,0.3,.418,.458,.362,.786,10.0,.062"
"389,2016,NBA,1,6,NOP,Buddy Hield\hieldbu01,23.194,G,bs,University of Oklahoma,2017,2019,244,26.8,14.9,4.0,2.0,0.7,0.3,.446,.471,.419,.874,10.0,.073"
"390,2000,NBA,1,25,PHO,Jake Tsakalidis\tsakaja01,21.024,C,ge,,2001,2007,315,15.9,4.8,3.9,0.3,0.2,0.7,.490,.490,.000,.657,9.9,.095"
"391,2003,NBA,1,20,BOS,Dahntay Jones\jonesda02,22.186,G-F,us,Duke University,2004,2017,624,15.7,5.4,1.7,0.8,0.4,0.2,.439,.454,.329,.751,9.9,.048"
"392,2006,NBA,1,5,ATL,Shelden Williams\willish02,22.256,F,us,Duke University,2007,2012,361,15.5,4.5,4.3,0.5,0.5,0.5,.462,.464,.222,.740,9.9,.085"
"393,2015,NBA,1,16,BOS,Terry Rozier\roziete01,21.105,G,us,University of Louisville,2016,2019,272,20.0,7.7,3.6,2.3,0.7,0.2,.380,.404,.354,.777,9.9,.088"
"394,2015,NBA,1,13,PHO,Devin Booker\bookede01,18.242,G,us,University of Kentucky,2016,2019,272,32.9,21.4,3.5,4.2,0.8,0.3,.437,.477,.354,.854,9.8,.053"
"395,2010,NBA,1,26,OKC,Quincy Pondexter\pondequ01,22.111,G-F,us,University of Washington,2011,2019,355,15.6,4.5,1.8,0.7,0.3,0.1,.423,.475,.356,.746,9.7,.084"
"396,2013,NBA,1,25,LAC,Reggie Bullock\bullore01,22.109,G-F,us,University of North Carolina,2014,2019,272,19.3,6.8,2.1,1.1,0.5,0.1,.434,.495,.392,.828,9.7,.089"
"397,2010,NBA,1,11,NOH,Cole Aldrich\aldrico01,21.241,C,us,University of Kansas,2011,2018,339,10.0,3.1,3.3,0.5,0.4,0.7,.527,.527,,.738,9.6,.135"
"398,2000,NBA,1,3,LAC,Darius Miles\milesda01,18.267,F,us,,2001,2009,446,26.3,10.1,4.9,1.9,0.9,1.1,.472,.482,.168,.590,9.5,.039"
"399,2011,NBA,2,42,IND,D?vis Bert?ns\bertada01,18.227,F,lv,,2017,2019,220,16.0,6.2,2.3,1.0,0.4,0.4,.444,.552,.404,.846,9.3,.127"
"400,2006,NBA,1,25,CLE,Shannon Brown\brownsh01,20.216,G,us,Michigan State University,2007,2015,408,18.0,7.6,1.9,1.1,0.7,0.2,.420,.456,.332,.807,9.2,.060"
"401,2013,NBA,1,23,IND,Solomon Hill\hillso01,22.107,F,us,University of Arizona,2014,2019,305,22.7,5.9,3.3,1.5,0.7,0.2,.395,.447,.329,.809,9.2,.064"
"402,2006,NBA,1,23,NJN,Josh Boone\boonejo01,21.224,F-C,us,University of Connecticut,2007,2010,256,17.5,5.2,4.9,0.5,0.4,0.7,.544,.544,,.445,9.1,.097"
"403,2012,NBA,1,10,NOH,Austin Rivers\riverau01,19.336,G,us,Duke University,2013,2019,484,24.6,9.2,2.0,2.4,0.7,0.2,.417,.459,.347,.637,9.1,.036"
"404,2015,NBA,1,23,POR,Rondae Hollis-Jefferson\holliro01,20.178,F,us,University of Arizona,2016,2019,234,23.6,9.9,5.9,2.0,1.0,0.6,.444,.468,.223,.739,9.1,.079"
"405,2015,NBA,1,22,CHI,Bobby Portis\portibo01,20.140,F,us,University of Arkansas,2016,2019,249,20.3,10.2,6.2,1.1,0.5,0.3,.458,.490,.361,.751,9.0,.085"
"406,2016,NBA,1,3,BOS,Jaylen Brown\brownja02,19.247,F-G,us,University of California,2017,2019,222,24.4,11.2,4.0,1.3,0.8,0.3,.462,.516,.365,.658,9.0,.080"
"407,2002,NBA,1,15,HOU,Boštjan Nachbar\nachbbo01,21.363,F,si,,2003,2008,317,17.8,7.1,2.6,0.9,0.4,0.3,.406,.433,.375,.784,8.7,.074"
"408,2012,NBA,1,4,CLE,Dion Waiters\waitedi01,20.206,G,us,Syracuse University,2013,2019,409,28.4,13.2,2.7,2.8,0.9,0.3,.412,.443,.347,.692,8.7,.036"
"409,2012,NBA,2,37,TOR,Quincy Acy\acyqu01,21.271,F-C,us,Baylor University,2013,2019,337,16.0,4.9,3.5,0.6,0.4,0.4,.444,.506,.350,.759,8.7,.078"
"410,2000,NBA,2,49,MIL,Jason Hart\hartja01,22.066,G,us,Syracuse University,2001,2010,341,15.5,4.8,1.7,2.3,0.7,0.1,.417,.433,.315,.788,8.6,.078"
"411,2002,NBA,2,42,MIL,Ronald Murray\murraro01,22.338,G,us,Shaw University,2003,2010,487,22.7,9.9,2.1,2.3,0.8,0.2,.414,.450,.304,.725,8.5,.037"
